meter_number,account_id,transaction_id,amount,created_at,payment_date_time
PO12516159,9045673000,BBPSSD016132BKUUKV648220,738.00,2026-05-12 10:52:25.698751+05:30,2026-05-12 16:22:24+05:30
PO12318865,5661223000,EW1503628343513669632,215.00,2026-05-12 10:52:43.018395+05:30,2026-05-12 16:22:41+05:30
PO12029349,2429484000,242370647230,100.00,2026-05-12 10:52:46.600962+05:30,2026-05-12 16:22:45+05:30
PO12046157,3683949557,EW1503628435033382912,570.00,2026-05-12 10:52:55.298919+05:30,2026-05-12 16:22:54+05:30
PO12517559,0873623000,EW1503628441542942720,70.00,2026-05-12 10:52:56.223914+05:30,2026-05-12 16:22:55+05:30
PO12258828,1598665818,DHD5YGZ1JT7QEH,25.00,2026-05-12 10:53:01.395588+05:30,2026-05-12 16:23:00+05:30
PO12044313,1789683000,DSBIN8F1JT7V3D,20.00,2026-05-12 10:53:01.544463+05:30,2026-05-12 16:23:00+05:30
PO12300228,6363651043,636798277922,220.00,2026-05-12 10:53:03.482708+05:30,2026-05-12 16:23:02+05:30
PO12063760,4780115161,BBPSDP216132ASIWYH26U56M,1000.00,2026-05-12 10:53:04.113643+05:30,2026-05-12 16:23:03+05:30
PO12464035,4735387000,BBPSBD016132BALAAAJWM5SS,3795.00,2026-05-12 10:53:05.139963+05:30,2026-05-12 16:23:04+05:30
PO12155974,0101594000,EW1503628470781435904,347.00,2026-05-12 10:53:11.528964+05:30,2026-05-12 16:23:10+05:30
PO12307359,6664343000,EW1503628483725058048,488.00,2026-05-12 10:53:14.649174+05:30,2026-05-12 16:23:13+05:30
PO12292578,0085843000,008894475508,1000.00,2026-05-12 10:53:29.658908+05:30,2026-05-12 16:23:29+05:30
PO12008497,7442941476,EW1503628594718924800,327.00,2026-05-12 10:53:39.605111+05:30,2026-05-12 16:23:38+05:30
PO12509641,5988409011,EW1503628654840078336,444.00,2026-05-12 10:53:45.396323+05:30,2026-05-12 16:23:44+05:30
PO12292241,0066914000,EW1503628664994488320,2628.00,2026-05-12 10:53:46.934336+05:30,2026-05-12 16:23:45+05:30
PO12212612,5176043000,EW1503628653648896000,141.00,2026-05-12 10:53:48.007009+05:30,2026-05-12 16:23:46+05:30
PO12063619,4377709000,437812284631,400.00,2026-05-12 10:54:09.046979+05:30,2026-05-12 16:24:08+05:30
PO12359358,1613328000,HGALP185290352049031,39.00,2026-05-12 10:54:27.370090+05:30,2026-05-12 16:24:26+05:30
PO12290820,4623392000,EW1503628852479877120,250.00,2026-05-12 10:54:40.362987+05:30,2026-05-12 16:24:39+05:30
PO12207702,7965114000,EW1503628892204130304,142.00,2026-05-12 10:54:44.820699+05:30,2026-05-12 16:24:43+05:30
PO12012212,1843919000,184622282539,670.00,2026-05-12 10:54:45.414347+05:30,2026-05-12 16:24:44+05:30
PO12217562,8119692000,EW1503628918980567040,1016.00,2026-05-12 10:54:49.595975+05:30,2026-05-12 16:24:48+05:30
PO12089304,2671500100,267940376203,100.00,2026-05-12 10:54:51.811694+05:30,2026-05-12 16:24:50+05:30
PO12500463,8319469000,DHD5VYS1JT86O7,73.00,2026-05-12 10:55:10.816676+05:30,2026-05-12 16:25:09+05:30
AL2270081,4948155002,EW1503629024572170240,332.00,2026-05-12 10:55:14.284631+05:30,2026-05-12 16:25:13+05:30
PO12406232,6472433000,EW1503629031383719936,2040.00,2026-05-12 10:55:15.068994+05:30,2026-05-12 16:25:13+05:30
PO12308992,1087144000,108915325401,200.00,2026-05-12 10:55:26.493806+05:30,2026-05-12 16:25:25+05:30
PO12412604,6037614000,EW1503629077957271552,171.00,2026-05-12 10:55:36.759866+05:30,2026-05-12 16:25:35+05:30
PO12313608,5239783000,EW1503629155673530368,148.00,2026-05-12 10:55:45.498679+05:30,2026-05-12 16:25:44+05:30
PO12238991,1449053144,EW1503629247520399360,38.00,2026-05-12 10:56:12.064826+05:30,2026-05-12 16:26:10+05:30
PO12103001,3751194000,375660016401,500.00,2026-05-12 10:56:17.483598+05:30,2026-05-12 16:26:16+05:30
PO12376643,3787289000,EW1503629267208462336,16920.00,2026-05-12 10:56:19.435895+05:30,2026-05-12 16:26:18+05:30
PO12415422,0510183000,BBPSBD016132BALAAAJWNE4J,291.00,2026-05-12 10:56:26.217094+05:30,2026-05-12 16:26:25+05:30
PO12276298,7111144000,DHD5R4S1JT8BIE,2148.00,2026-05-12 10:56:39.192416+05:30,2026-05-12 16:26:38+05:30
PO12109143,3850740100,385465253949,100.00,2026-05-12 10:56:42.144327+05:30,2026-05-12 16:26:41+05:30
PO12261978,8455410361,PP01BX0232248383T4A3834188R61310232,180.00,2026-05-12 10:56:42.937738+05:30,2026-05-12 16:26:41+05:30
PO12419081,2890073000,2052983401017892864laje120261290526,22.00,2026-05-12 10:56:44.443981+05:30,2026-05-12 16:26:43+05:30
PO12159314,9616539000,EW1503629389556310016,304.00,2026-05-12 10:56:46.162341+05:30,2026-05-12 16:26:45+05:30
PO12112018,2108794000,EW1503629413220573184,257.00,2026-05-12 10:56:48.453509+05:30,2026-05-12 16:26:47+05:30
PO12543355,9765873000,EW1503629462046466048,1937.00,2026-05-12 10:56:51.414250+05:30,2026-05-12 16:26:50+05:30
PO12112017,0120143123,EW1503629460167417856,393.00,2026-05-12 10:56:52.652458+05:30,2026-05-12 16:26:51+05:30
PO12111172,8670549000,867709298711,600.00,2026-05-12 10:57:05.372433+05:30,2026-05-12 16:27:04+05:30
PO12355342,6319658515,EW1503629459865427968,20.00,2026-05-12 10:57:12.257185+05:30,2026-05-12 16:27:11+05:30
PO12229111,8959654000,895751893471,115.00,2026-05-12 10:57:12.379347+05:30,2026-05-12 16:27:11+05:30
PO12545591,3185937253,EW1503629486868357120,1305.00,2026-05-12 10:57:13.203342+05:30,2026-05-12 16:27:12+05:30
PO12487398,5751463000,575809643408,1500.00,2026-05-12 10:57:24.843058+05:30,2026-05-12 16:27:23+05:30
PO12571550,5766209211,EW1503629584419479553,375.00,2026-05-12 10:57:29.754220+05:30,2026-05-12 16:27:28+05:30
PO12038310,2142384000,214527866705,100.00,2026-05-12 10:57:50.833945+05:30,2026-05-12 16:27:50+05:30
PO12573118,9058632924,BBPSPP016132BX6G20UG3581,6.00,2026-05-12 10:58:03.100645+05:30,2026-05-12 16:28:01+05:30
PO12475389,4012193000,HGALP0ED550352088103,9.00,2026-05-12 10:58:05.071241+05:30,2026-05-12 16:28:03+05:30
PO12314204,8844394000,EW1503629837671555072,176.00,2026-05-12 10:58:30.859716+05:30,2026-05-12 16:28:29+05:30
PO12103199,8606665774,28560194370,750.00,2026-05-12 10:58:31.353781+05:30,2026-05-12 16:28:29+05:30
PO12573118,9058632924,PP01BX1058018312ZOI8961455R61321058,8.00,2026-05-12 10:58:39.784832+05:30,2026-05-12 16:28:38+05:30
PO12363856,6423929778,EW1503630024448106496,1899.00,2026-05-12 10:59:02.809666+05:30,2026-05-12 16:29:01+05:30
PO12027429,7803746256,HGVRPQUGFYSYAXQG4DHBQ044CX161321058,3018.00,2026-05-12 10:59:09.753479+05:30,2026-05-12 16:29:08+05:30
PO12624931,7565084000,756735123204,600.00,2026-05-12 10:59:19.954473+05:30,2026-05-12 16:29:19+05:30
PO12131204,8518050966,BBPSPP016132BX5ZD0UHZ276,709.00,2026-05-12 10:59:25.100321+05:30,2026-05-12 16:29:23+05:30
PO12063312,2465501454,246805653164,200.00,2026-05-12 10:59:27.689498+05:30,2026-05-12 16:29:25+05:30
PO12019964,0442384000,DHD5BAH1JT8ORU,500.00,2026-05-12 10:59:45.507064+05:30,2026-05-12 16:29:44+05:30
PO12159351,8125388000,812409015892,862.00,2026-05-12 10:59:56.001136+05:30,2026-05-12 16:29:55+05:30
PO12009941,2839605262,EW1503630209152671744,23.00,2026-05-12 11:00:00.440967+05:30,2026-05-12 16:29:59+05:30
PO12506275,5562914000,HGALP117750352113739,326.00,2026-05-12 11:00:07.334001+05:30,2026-05-12 16:30:06+05:30
PO12074465,1230625617,DHD53AD1JT8GDG,1500.00,2026-05-12 11:00:07.507671+05:30,2026-05-12 16:30:06+05:30
PO12128644,8965543000,DHD5QU41JT7UM8,100.00,2026-05-12 11:00:09.289845+05:30,2026-05-12 16:30:08+05:30
PO14812527,9046164946,DHD510A1JT7ZBN,150.00,2026-05-12 11:00:16.554063+05:30,2026-05-12 16:30:15+05:30
PO12009415,8543384000,DHD5EPO1JT8QRG,1000.00,2026-05-12 11:00:17.015085+05:30,2026-05-12 16:30:15+05:30
PO12325924,6968469000,PP01BX110004477W6KW1679664R61321100,56.00,2026-05-12 11:00:25.319322+05:30,2026-05-12 16:30:24+05:30
PO12222066,6718525000,EW1503630633075171328,5000.00,2026-05-12 11:01:33.616644+05:30,2026-05-12 16:31:32+05:30
PO12053186,9181336344,EW1503630658870140928,252.00,2026-05-12 11:01:34.085086+05:30,2026-05-12 16:31:32+05:30
PO12417863,5309094000,BBPSPP016132BX4E50ULZ589,312.00,2026-05-12 11:01:44.784195+05:30,2026-05-12 16:31:43+05:30
PO12307551,0864463000,086353646423,432.00,2026-05-12 11:02:31.454739+05:30,2026-05-12 16:32:30+05:30
PO12119317,6163640843,PP01BX005356736VO265398342R61320053,1830.00,2026-05-12 11:03:19.874587+05:30,2026-05-12 16:33:18+05:30
PO12006949,0035068335,003935389032,500.00,2026-05-12 11:03:37.764618+05:30,2026-05-12 16:33:36+05:30
PO12223746,5647525000,PP01BX123545657UE8A5693999R61311235,55.00,2026-05-12 11:03:43.397061+05:30,2026-05-12 16:33:42+05:30
PO12529009,4057813000,EW1503631248803192832,924.00,2026-05-12 11:03:53.137133+05:30,2026-05-12 16:33:52+05:30
PO12072565,4727539236,DHD5ER91JT92UQ,1500.00,2026-05-12 11:03:55.063684+05:30,2026-05-12 16:33:53+05:30
PO12110830,1491249000,149662755330,58.00,2026-05-12 11:03:57.186751+05:30,2026-05-12 16:33:56+05:30
PO12258232,2276354000,227220957915,600.00,2026-05-12 11:04:21.156932+05:30,2026-05-12 16:34:20+05:30
PO12253429,8910264000,BBPSCC016132CBAD19479635,115.00,2026-05-12 11:04:26.324476+05:30,2026-05-12 16:34:25+05:30
PO12591819,9267849262,EW1503631462364569600,567.00,2026-05-12 11:04:50.902742+05:30,2026-05-12 16:34:49+05:30
PO12017639,2986744000,EW1503631550684028928,56.00,2026-05-12 11:05:06.202433+05:30,2026-05-12 16:35:05+05:30
PO12405605,5825444466,EW1503631554244993024,159.00,2026-05-12 11:05:07.137284+05:30,2026-05-12 16:35:06+05:30
PO12235121,0598944000,EW1503631563665399808,115.00,2026-05-12 11:05:08.040723+05:30,2026-05-12 16:35:06+05:30
PO12592587,2464033000,PP01BX221238527OZN78354241R61292212,3646.00,2026-05-12 11:05:10.252536+05:30,2026-05-12 16:35:09+05:30
PO12144541,3036243000,EW1503631566517526528,115.00,2026-05-12 11:05:12.245707+05:30,2026-05-12 16:35:11+05:30
PO12027427,4828955429,HGVRHZ61UMFCDA74H6ZJ1U4C34B61321104,1528.00,2026-05-12 11:05:12.319959+05:30,2026-05-12 16:35:11+05:30
PO12592206,2496253257,249319942829,750.00,2026-05-12 11:05:15.756345+05:30,2026-05-12 16:35:15+05:30
PO12157235,8031358000,HGALP085650352175282,197.00,2026-05-12 11:05:24.134748+05:30,2026-05-12 16:35:23+05:30
PO12026290,0520421448,052471435437,300.00,2026-05-12 11:05:31.105511+05:30,2026-05-12 16:35:30+05:30
PO12517232,4775913000,EW1503631610977148928,184.00,2026-05-12 11:05:39.569770+05:30,2026-05-12 16:35:38+05:30
PO12076624,2434554000,28560283464,1900.00,2026-05-12 11:05:39.763695+05:30,2026-05-12 16:35:38+05:30
PO12488908,0390863000,HGALP13D7A0352181978,621.00,2026-05-12 11:06:03.455722+05:30,2026-05-12 16:36:02+05:30
PO12530513,9183623000,EW1503631722734379008,250.00,2026-05-12 11:06:07.462495+05:30,2026-05-12 16:36:06+05:30
PO12624934,0163224000,EW1503631760793493505,381.00,2026-05-12 11:06:10.324028+05:30,2026-05-12 16:36:09+05:30
PO14809077,7371486127,DHD5MNF1JT9C0Y,1400.00,2026-05-12 11:06:16.289150+05:30,2026-05-12 16:36:15+05:30
PO12571615,2580793000,PP01BX045936057BU442112800R61280459,30.00,2026-05-12 11:06:32.630369+05:30,2026-05-12 16:36:31+05:30
PO12367866,3704744000,EW1503631872089350144,311.00,2026-05-12 11:06:39.002245+05:30,2026-05-12 16:36:37+05:30
PO12227298,3822079000,BBPSPP016132BX6WX0UU5380,1.00,2026-05-12 11:06:44.621930+05:30,2026-05-12 16:36:43+05:30
PO12047712,6481518865,648268159928,500.00,2026-05-12 11:07:02.306627+05:30,2026-05-12 16:37:01+05:30
PO12113289,4052264000,DHD5VZK1JT9GNJ,484.00,2026-05-12 11:07:12.374739+05:30,2026-05-12 16:37:11+05:30
PO12225743,6167833220,HGVR0MIDVG27NEITTTZE4K1157A61321106,131.00,2026-05-12 11:07:20.493792+05:30,2026-05-12 16:37:19+05:30
PO12220279,7945340741,BBPSPP016132BX3MN0UVK488,58.00,2026-05-12 11:07:23.946651+05:30,2026-05-12 16:37:22+05:30
PO12390154,1239767287,DHD5QBY1JT9IVA,800.00,2026-05-12 11:07:40.011988+05:30,2026-05-12 16:37:38+05:30
PO12084843,8169230100,816881838232,124.00,2026-05-12 11:07:40.844773+05:30,2026-05-12 16:37:40+05:30
PO12579785,6051554000,605617894815,2500.00,2026-05-12 11:07:44.445035+05:30,2026-05-12 16:37:43+05:30
PO12227298,3822079000,BBPSPP016132BX3MN0UW0261,6.00,2026-05-12 11:07:47.340929+05:30,2026-05-12 16:37:46+05:30
PO12140188,4448540100,EW1503632155670437888,74.00,2026-05-12 11:07:47.908317+05:30,2026-05-12 16:37:46+05:30
PO12047873,6374284000,EW1503632233789349888,161.00,2026-05-12 11:08:05.844677+05:30,2026-05-12 16:38:04+05:30
PO12571615,2580793000,BBPSPP016132BX6OI0UWF649,2.00,2026-05-12 11:08:06.857772+05:30,2026-05-12 16:38:05+05:30
PO12231195,4272193000,EW1503632309706252288,166.00,2026-05-12 11:08:13.654510+05:30,2026-05-12 16:38:12+05:30
PO12115516,4072213000,EW1503632319663529984,300.00,2026-05-12 11:08:14.274693+05:30,2026-05-12 16:38:13+05:30
PO12578038,8142523000,EW1503632354623053824,372.00,2026-05-12 11:08:17.286690+05:30,2026-05-12 16:38:16+05:30
PO12079628,8185640100,BBPSPP016132BX3F20UWV270,130.00,2026-05-12 11:08:26.914636+05:30,2026-05-12 16:38:25+05:30
PO12489787,0626013000,EW1503632388735328256,645.00,2026-05-12 11:08:43.054659+05:30,2026-05-12 16:38:41+05:30
PO12168002,0642159000,064638663182,195.00,2026-05-12 11:08:43.913678+05:30,2026-05-12 16:38:43+05:30
PO12275305,2041994000,204821147965,224.00,2026-05-12 11:08:48.675690+05:30,2026-05-12 16:38:47+05:30
PO12512074,3973904000,EW1503632511586492416,1937.00,2026-05-12 11:09:08.386318+05:30,2026-05-12 16:39:07+05:30
PO12612098,1502910100,PP01BX150338736Q2VC3558165R61311503,102.00,2026-05-12 11:09:11.265557+05:30,2026-05-12 16:39:10+05:30
PO12235310,6199623000,EW1503632522755923968,140.00,2026-05-12 11:09:12.922485+05:30,2026-05-12 16:39:11+05:30
PO12195596,5451708000,DHD5KRV1JT9PQR,500.00,2026-05-12 11:09:21.888724+05:30,2026-05-12 16:39:20+05:30
PO12368584,2824823000,EW1503632656487112704,2505.00,2026-05-12 11:09:41.886398+05:30,2026-05-12 16:39:40+05:30
PO12247832,4641378530,464825380060,1847.00,2026-05-12 11:10:01.334592+05:30,2026-05-12 16:40:00+05:30
PO12318744,8826143000,DHD5MU81JT8XRW,300.00,2026-05-12 11:10:10.232579+05:30,2026-05-12 16:40:09+05:30
PO12543707,6101494000,EW1503632729166012416,6402.00,2026-05-12 11:10:11.562947+05:30,2026-05-12 16:40:10+05:30
PO12113240,1544123549,DHDF9CZ1JT9EJD,261.00,2026-05-12 11:10:12.794694+05:30,2026-05-12 16:40:11+05:30
PO12048317,3414887401,DHD57PV1JT9LAT,1500.00,2026-05-12 11:10:12.877088+05:30,2026-05-12 16:40:11+05:30
PO12596657,7209524000,EW1503632741077835776,1534.00,2026-05-12 11:10:16.411207+05:30,2026-05-12 16:40:15+05:30
PO12023721,7012195981,701166518206,250.00,2026-05-12 11:10:18.945632+05:30,2026-05-12 16:40:18+05:30
PO12307080,1133044000,EW1503632793418555392,223.00,2026-05-12 11:10:25.507346+05:30,2026-05-12 16:40:24+05:30
AL2277661,9326757875,932827236128,239.00,2026-05-12 11:10:43.852240+05:30,2026-05-12 16:40:43+05:30
PO12448832,7092563000,PP01BX110038289N6F48873938R61311100,96.00,2026-05-12 11:10:47.189442+05:30,2026-05-12 16:40:45+05:30
PO12198543,3610758114,EW1503632853401296896,313.00,2026-05-12 11:10:50.974506+05:30,2026-05-12 16:40:49+05:30
PO12450290,2019985081,EW1503632860409978880,154.00,2026-05-12 11:10:51.982045+05:30,2026-05-12 16:40:50+05:30
PO12603572,0712328656,EW1503632981239488512,3.00,2026-05-12 11:11:10.360534+05:30,2026-05-12 16:41:09+05:30
PO12130975,7572264734,EW1503633015683112960,161.00,2026-05-12 11:11:13.546183+05:30,2026-05-12 16:41:12+05:30
PO12624933,7280058721,EW1503633024721838080,475.00,2026-05-12 11:11:14.982964+05:30,2026-05-12 16:41:13+05:30
PO12316157,0282553000,EW1503633140811784192,274.00,2026-05-12 11:11:48.890869+05:30,2026-05-12 16:41:47+05:30
PO12068254,7316613000,EW1503633164278915072,307.00,2026-05-12 11:11:54.024578+05:30,2026-05-12 16:41:52+05:30
PO12357540,4703544000,EW1503633218016337920,225.00,2026-05-12 11:11:56.912974+05:30,2026-05-12 16:41:55+05:30
PO12397118,0592748000,059077366394,252.00,2026-05-12 11:12:11.300076+05:30,2026-05-12 16:42:10+05:30
PO12423122,2449234000,EW1503633253575647232,337.00,2026-05-12 11:12:14.591127+05:30,2026-05-12 16:42:13+05:30
PO12201383,7618925000,EW1503633317035466752,79.00,2026-05-12 11:12:24.460514+05:30,2026-05-12 16:42:23+05:30
PO12146572,7242704000,DHD55PK1JTA0GS,1128.00,2026-05-12 11:12:28.308559+05:30,2026-05-12 16:42:27+05:30
PO12106277,4668983695,PP01BX111217168DODS9345742R61321112,102.00,2026-05-12 11:12:47.374813+05:30,2026-05-12 16:42:46+05:30
PO12544960,2220856000,EW1503633511667949568,452.00,2026-05-12 11:13:05.459560+05:30,2026-05-12 16:43:04+05:30
PO12490932,9007892000,EW1503633549823533056,95.00,2026-05-12 11:13:06.865186+05:30,2026-05-12 16:43:05+05:30
PO12500177,7148050100,714290408853,1449.00,2026-05-12 11:13:28.373482+05:30,2026-05-12 16:43:27+05:30
PO12152664,2502874000,EW1503633661765312512,84.00,2026-05-12 11:13:40.328283+05:30,2026-05-12 16:43:39+05:30
PO12513110,5347543000,EW1503633673144459264,301.00,2026-05-12 11:13:56.087553+05:30,2026-05-12 16:43:54+05:30
PO12099133,1488905922,EW1503633817956999168,599.00,2026-05-12 11:14:27.330167+05:30,2026-05-12 16:44:26+05:30
PO12534453,2653230698,EW1503633859484803073,272.00,2026-05-12 11:14:33.260788+05:30,2026-05-12 16:44:32+05:30
PO14809192,0144326877,EW1503633873133068288,98.00,2026-05-12 11:14:36.819993+05:30,2026-05-12 16:44:35+05:30
PO12171125,9687854000,EW1503633994650443776,149.00,2026-05-12 11:15:03.210402+05:30,2026-05-12 16:45:02+05:30
PO12086349,4524459849,BBPSPP016131BX2QU0URP359,297.00,2026-05-12 11:15:03.384690+05:30,2026-05-12 16:45:02+05:30
PO12163843,8669604895,EW1503634064141672448,194.00,2026-05-12 11:15:23.604578+05:30,2026-05-12 16:45:22+05:30
PO12213618,3873987000,EW1503634067413229568,334.00,2026-05-12 11:15:23.718843+05:30,2026-05-12 16:45:22+05:30
PO12370093,1401274000,EW1503634101307400192,676.00,2026-05-12 11:15:25.448016+05:30,2026-05-12 16:45:24+05:30
PO12217371,1694916052,PP01BX111453696RBS31679427R61321114,83.00,2026-05-12 11:15:32.136868+05:30,2026-05-12 16:45:31+05:30
PO12631407,4752964304,475702035114,723.00,2026-05-12 11:15:38.878537+05:30,2026-05-12 16:45:38+05:30
PO12453660,0860763000,HGALP162420352293393,389.00,2026-05-12 11:15:45.028972+05:30,2026-05-12 16:45:43+05:30
PO12321815,5740774644,574373689035,61.00,2026-05-12 11:15:52.062143+05:30,2026-05-12 16:45:51+05:30
PO12126533,1908392992,EW1503634342685401088,462.00,2026-05-12 11:16:23.851802+05:30,2026-05-12 16:46:22+05:30
PO12241276,4180199000,418751465859,39.00,2026-05-12 11:16:36.039524+05:30,2026-05-12 16:46:35+05:30
PO12630397,3708073234,HGALP06B2A0352304657,400.00,2026-05-12 11:16:43.743072+05:30,2026-05-12 16:46:42+05:30
PO12609948,4165399758,EW1503634478547296256,487.00,2026-05-12 11:17:03.139591+05:30,2026-05-12 16:47:02+05:30
PO12608688,8123674000,812563589352,4685.00,2026-05-12 11:17:17.042157+05:30,2026-05-12 16:47:16+05:30
PO12397913,4802914000,HGALP008E80352313651,67.00,2026-05-12 11:17:22.861717+05:30,2026-05-12 16:47:21+05:30
PO12618075,2901894763,DHMPYP71JTANG5,968.00,2026-05-12 11:17:57.986019+05:30,2026-05-12 16:47:56+05:30
PO12141740,8258188000,EW1503634730910179328,245.00,2026-05-12 11:17:58.046751+05:30,2026-05-12 16:47:56+05:30
PO12326126,7566400100,EW1503634889773637632,578.00,2026-05-12 11:18:44.074162+05:30,2026-05-12 16:48:42+05:30
AL2799349,2877086044,DHD51MC1JTAS9T,7000.00,2026-05-12 11:18:50.884710+05:30,2026-05-12 16:48:49+05:30
PO12429280,5815419471,HGVRM10C1C4J02DENC0MGK9M41K61321116,100.00,2026-05-12 11:18:51.767244+05:30,2026-05-12 16:48:50+05:30
PO12049502,3503179474,350808233410,480.00,2026-05-12 11:18:58.179147+05:30,2026-05-12 16:48:57+05:30
PO12418676,0061729000,28560471801,97.00,2026-05-12 11:19:00.132580+05:30,2026-05-12 16:48:59+05:30
PO12192357,0264984000,BBPSCS1161323T4FN4GJGD36,1561.00,2026-05-12 11:19:05.632244+05:30,2026-05-12 16:49:04+05:30
PO12514796,5907974000,EW1503634994102755328,53.00,2026-05-12 11:19:11.856121+05:30,2026-05-12 16:49:10+05:30
PO12565213,8260825000,EW1503635016743608320,216.00,2026-05-12 11:19:17.224140+05:30,2026-05-12 16:49:16+05:30
PO12441170,3837974223,EW1503635070426505216,1818.00,2026-05-12 11:19:21.459890+05:30,2026-05-12 16:49:20+05:30
PO12021819,0039673000,EW1503635061656215552,321.00,2026-05-12 11:19:23.155577+05:30,2026-05-12 16:49:21+05:30
PO12514127,1131114000,EW1503635089321844736,999.00,2026-05-12 11:19:23.864630+05:30,2026-05-12 16:49:22+05:30
PO12140090,3081987000,EW1503635070934016000,193.00,2026-05-12 11:19:24.188968+05:30,2026-05-12 16:49:23+05:30
PO12570933,4672720555,EW1503635123241181184,226.00,2026-05-12 11:19:28.832427+05:30,2026-05-12 16:49:27+05:30
PO12030470,1912612629,191601162677,85.00,2026-05-12 11:19:55.962861+05:30,2026-05-12 16:49:55+05:30
PO12308008,9322792000,DHD5YCP1JT9Z9G,1000.00,2026-05-12 11:20:10.564648+05:30,2026-05-12 16:50:09+05:30
PO12222059,5250825000,DHD5QNT1JTA4OA,1000.00,2026-05-12 11:20:10.627027+05:30,2026-05-12 16:50:09+05:30
PO12546767,0834788455,DHD50W01JTAX2A,2000.00,2026-05-12 11:20:11.242283+05:30,2026-05-12 16:50:10+05:30
PO12186865,9565384000,956955784171,200.00,2026-05-12 11:20:14.300725+05:30,2026-05-12 16:50:13+05:30
PO12233794,8048044000,HGALP05AD50352346939,14.00,2026-05-12 11:20:23.858263+05:30,2026-05-12 16:50:22+05:30
PO12396301,6893754860,689585781335,2000.00,2026-05-12 11:20:27.874579+05:30,2026-05-12 16:50:26+05:30
AL2800945,6914314247,EW1503635372932292608,1523.00,2026-05-12 11:20:32.496587+05:30,2026-05-12 16:50:31+05:30
PO12038167,5949484000,HGVRKKY9C9Q24Z1G7F0NTPGI9DE61321120,194.00,2026-05-12 11:20:49.554266+05:30,2026-05-12 16:50:48+05:30
PO12570573,4311113000,EW1503635365336408064,831.00,2026-05-12 11:20:55.670551+05:30,2026-05-12 16:50:54+05:30
PO12390077,0297681750,029705556897,300.00,2026-05-12 11:21:02.408219+05:30,2026-05-12 16:51:01+05:30
AL2795319,4621293000,462857442746,83169.00,2026-05-12 11:21:08.369043+05:30,2026-05-12 16:51:07+05:30
PO12429286,6816992000,HGVRFV6ENSG9U9BQMYT0CUQKJIZ61321120,77.00,2026-05-12 11:21:17.640638+05:30,2026-05-12 16:51:16+05:30
PO12569333,0864043000,086654835842,17.00,2026-05-12 11:21:23.002173+05:30,2026-05-12 16:51:22+05:30
PO12531870,3358910278,EW1503635755767390208,2338.00,2026-05-12 11:22:24.437428+05:30,2026-05-12 16:52:22+05:30
PO12521468,4474560082,447848503556,100.00,2026-05-12 11:22:25.670629+05:30,2026-05-12 16:52:25+05:30
PO12454501,6582269356,EW1503635823295684608,212.00,2026-05-12 11:22:30.313449+05:30,2026-05-12 16:52:29+05:30
AL2794827,5211504000,EW1503635968892559360,104808.00,2026-05-12 11:22:54.640753+05:30,2026-05-12 16:52:53+05:30
PO12583866,6829599598,HGVRDQ04MPMN4PTEB4PWHWVM4N061321122,1502.00,2026-05-12 11:22:55.218561+05:30,2026-05-12 16:52:54+05:30
PO12119114,0502163698,EW1503636026287415296,133.00,2026-05-12 11:22:58.804670+05:30,2026-05-12 16:52:57+05:30
PO12014340,4583479098,HGALP074FE0352378292,43.00,2026-05-12 11:23:06.611566+05:30,2026-05-12 16:53:05+05:30
PO12247833,4625365676,PP01BX194217873IP4Z9345751R61311942,250.00,2026-05-12 11:23:21.138484+05:30,2026-05-12 16:53:20+05:30
PO12209579,7962892000,HGALP17D100352381909,2166.00,2026-05-12 11:23:24.462804+05:30,2026-05-12 16:53:23+05:30
PO12435677,0600740139,EW1503636336728825856,1000.00,2026-05-12 11:24:22.771760+05:30,2026-05-12 16:54:21+05:30
PO12334427,1121623000,EW1503636352184836096,618.00,2026-05-12 11:24:30.988117+05:30,2026-05-12 16:54:29+05:30
PO12334419,6353764000,PP01BX064110064EYF63834528R61310641,370.00,2026-05-12 11:24:40.652002+05:30,2026-05-12 16:54:39+05:30
PO12453660,0860763000,HGALP0598E0352400508,4.00,2026-05-12 11:25:04.440509+05:30,2026-05-12 16:55:03+05:30
PO12134595,7849062154,28560550610,200.00,2026-05-12 11:25:12.445585+05:30,2026-05-12 16:55:11+05:30
PO12455367,3815482860,EW1503636577146331136,2525.00,2026-05-12 11:25:28.601266+05:30,2026-05-12 16:55:27+05:30
PO12342033,6930403000,28560559518,500.00,2026-05-12 11:25:42.177526+05:30,2026-05-12 16:55:41+05:30
PO12488491,4951569511,DHD5Q3Y1JTBKPJ,177.00,2026-05-12 11:25:48.058051+05:30,2026-05-12 16:55:46+05:30
PO12494137,0627323000,EW1503636752564707328,1234.00,2026-05-12 11:26:07.123561+05:30,2026-05-12 16:56:05+05:30
PO12474809,9436674000,EW1503636788556029952,898.00,2026-05-12 11:26:16.783419+05:30,2026-05-12 16:56:15+05:30
PO12315055,0067323000,DHD5FLH1JTBL7E,100.00,2026-05-12 11:26:16.845325+05:30,2026-05-12 16:56:15+05:30
PO12540217,2561744000,EW1503636869875195904,5830.00,2026-05-12 11:26:48.244220+05:30,2026-05-12 16:56:46+05:30
PO12460659,0010846000,EW1503636992424370176,51.00,2026-05-12 11:27:01.762790+05:30,2026-05-12 16:57:00+05:30
